AccountNo,Client_num,BankID,AccountType,Balance,Open_date,Close_date,Overdraft_limit
942555,30105924,86893602,Checking,23304.43,2023-04-16,,843.89
415334,27750809,40716801,Loan,6356.24,2023-04-30,,950.72
995676,71682476,32264006,Checking,65767.13,2021-06-29,,559.8
748860,26495497,17178471,Credit Card,90891.67,2020-02-05,,46.52
140170,85527634,92114008,Checking,12170.37,2021-06-25,2021-11-08,961.13
289684,53149806,80257887,Checking,14675.78,2019-09-19,2024-02-27,178.26
397407,59285382,79497184,Savings,76440.23,2021-09-25,,895.8
92596,72034466,17178471,Credit Card,47802.62,2022-05-01,,554.9
901618,75129079,14589305,Credit Card,40437.42,2020-02-03,,560.02
161524,91889165,86893602,Checking,30580.18,2021-05-18,2023-05-28,386.32
583464,50496587,19918798,Checking,37302.77,2024-01-02,,311.42
753779,85611804,80257887,Credit Card,72558.18,2019-09-09,2022-03-28,37.54
777102,82398473,12180519,Loan,36792.2,2021-05-22,2021-08-24,883.14
110538,74203199,39697743,Loan,77472.45,2020-08-03,2022-05-29,350.8
343142,85942876,21813819,Credit Card,52515.41,2022-05-14,,702.04
373592,96506445,14589305,Checking,74680.58,2022-12-19,,524.89
15765,40709568,22459364,Loan,61276.19,2021-10-21,,497.11
510803,13821802,80287087,Credit Card,64634.84,2019-05-10,,520.61
34215,37970063,16698795,Savings,37585.96,2023-04-25,,314.39
17587,92322992,20265646,Credit Card,91216.15,2019-10-28,,74.8
265631,75087008,41087230,Credit Card,75466.87,2023-03-04,2023-09-28,2.2
800832,35958150,77441705,Checking,68090.11,2023-04-29,,563.87
601837,23625124,11569464,Credit Card,58058.51,2020-07-30,,617.94
714603,37793110,64741389,Savings,49147.97,2022-04-13,,961.38
428707,96010655,25223326,Savings,29551.57,2023-06-08,,455.21
811490,40095683,29369239,Loan,96952.41,2022-05-17,,782.38
742550,67301673,12409716,Checking,47258.71,2023-06-15,,573.85
152594,74515131,27727923,Savings,42605.05,2020-10-02,,605.68
490119,83851346,11569464,Credit Card,32416.87,2023-06-24,,319.89
585263,91743984,92114008,Loan,6322.02,2023-04-19,2024-01-10,782.15
524144,36163653,29369239,Loan,82096.42,2020-09-04,,604.07
717818,91645743,69598209,Checking,16817.63,2022-10-13,2023-11-02,264.75
583928,75475388,12180519,Loan,52533.27,2021-10-05,,226.57
406345,11859926,11569464,Loan,85890.14,2022-06-27,,329.87
722681,40500413,17178471,Savings,16511.7,2021-03-09,,201.72
67418,99345119,21077921,Credit Card,19106.59,2020-05-02,,699.4
69226,23995496,80287087,Savings,18163.14,2024-01-25,,910.16
240164,54943788,32264006,Credit Card,71049.47,2022-01-24,,286.86
603226,73367968,80287087,Credit Card,49534.6,2021-01-13,,918.76
9904,70976801,27727923,Savings,38021.65,2023-01-09,,117.74
751700,75654403,29369239,Savings,41600.58,2024-01-26,,670.52
251166,98185436,90079264,Savings,27952.4,2019-11-17,,666.34
501442,40686027,37753542,Checking,13986.5,2022-06-18,,261.67
350508,74187130,41087230,Savings,53541.02,2019-06-29,,806.43
244684,90989953,17178471,Loan,71676.31,2023-07-02,,317.35
614296,32374857,79497184,Loan,30155.82,2023-08-02,,954.56
710871,15748427,46264809,Credit Card,84956.21,2024-02-28,,244.26
621952,91982449,76461901,Savings,47354.71,2022-12-07,,760.03
990752,45804542,81972872,Checking,29425.94,2022-05-14,,954.14
499777,94998156,74290792,Credit Card,82753.25,2019-06-18,,215.88
604217,76651710,41087230,Loan,67867.22,2021-11-19,,934.45
30106,37772102,19918798,Credit Card,55983.51,2021-08-01,2022-12-06,665.6
562529,87973214,69598209,Credit Card,18899.31,2019-10-20,,313.51
4075,27593662,12322955,Loan,33430.9,2024-03-16,,215.76
465524,39818091,93574729,Loan,3388.66,2021-01-08,,715.01
718332,57785384,77441705,Loan,72954.56,2022-04-04,,734.02
274248,41600318,12549576,Checking,55800.05,2021-01-29,,140.27
570418,97706686,21813819,Savings,98673.63,2022-08-09,2023-08-14,341.42
696909,69456318,39697743,Checking,87381.31,2023-08-13,,641.12
372135,86940220,58525202,Savings,77771.94,2021-02-07,,981.71
610406,23262408,60581823,Checking,22423.09,2020-02-20,,624.89
448232,55568236,37753542,Checking,21448.37,2023-03-08,,865.24
556324,89602789,93574729,Credit Card,99659.64,2024-04-08,,464.15
845285,53875304,76461901,Loan,97504.97,2022-05-08,,367.01
19224,57385813,14589305,Checking,33532.93,2023-09-10,,572.51
729966,83956389,22135191,Loan,25058.48,2022-11-18,,642.8
321293,58865466,51710843,Savings,26842.69,2019-06-07,,3.36
583792,28661952,46264809,Credit Card,25191.1,2019-08-08,2024-03-27,26.96
253255,55061672,74290792,Savings,47206.64,2023-05-17,,34.96
527712,59215788,81352293,Checking,73867.37,2021-03-25,,488.83
385279,75174241,12409716,Checking,18890.37,2021-09-04,,800.98
700919,20749600,58525202,Loan,43966.41,2022-01-21,2023-07-22,579.88
939928,91504221,64452737,Savings,42127.5,2019-07-20,,400.21
492691,54324435,46264809,Checking,33132.56,2022-05-03,,361.69
386324,16260227,67777959,Loan,71370.92,2020-12-25,,4.75
874292,13913904,32264006,Savings,27354.56,2023-01-06,,266.3
483429,39795307,21813819,Checking,50575.57,2023-09-05,,198.82
320818,23852193,51710843,Savings,99543.85,2023-10-16,,887.0
96808,72344179,39697743,Credit Card,25967.78,2019-06-05,,249.15
434237,43348243,12549576,Loan,18329.27,2023-05-24,,813.85
969612,41032735,37753542,Loan,58657.36,2023-05-26,,764.74
944557,29688021,76033207,Loan,24096.93,2024-03-27,2024-03-28,865.28
343613,58070870,50736126,Loan,46595.22,2020-03-02,2022-11-25,842.08
909423,41563610,20265646,Savings,85839.28,2022-02-16,,463.78
224945,66136847,13871080,Loan,64932.79,2021-02-21,2022-11-19,883.18
113568,81532436,65785496,Savings,39118.74,2021-11-27,2022-10-12,419.02
718007,68718243,41046679,Checking,56913.48,2020-01-13,,883.84
312463,49678189,12907760,Credit Card,56322.54,2021-11-06,2021-12-14,105.96
345334,51778995,74290792,Checking,14003.2,2019-05-13,,878.7
644432,70066185,56863141,Loan,55465.47,2021-05-05,,491.64
791907,57424158,60581823,Credit Card,96676.53,2021-06-24,,799.73
374995,73872801,93574729,Checking,34764.15,2023-04-16,2023-06-25,272.61
756046,95668063,92707769,Checking,32477.61,2019-10-08,,748.12
332303,23221581,97544214,Credit Card,75367.14,2023-11-19,,836.18
951871,62332182,97544214,Checking,2816.3,2020-07-28,2021-04-12,108.16
710622,17601635,58525202,Checking,48183.95,2021-04-03,,137.47
471620,37834020,20265646,Checking,44504.29,2022-05-04,,790.54
926270,23439218,37753542,Loan,57100.43,2019-05-19,,452.89
231973,68584351,86893602,Loan,79465.47,2024-04-16,,273.74
986085,74821438,29369239,Credit Card,85126.94,2021-01-25,,814.15
327151,45807220,55798973,Credit Card,83786.64,2023-07-17,,852.46
386119,11936505,14589305,Savings,56966.53,2019-08-12,2022-02-28,203.5
198617,26992726,20758115,Credit Card,89253.17,2022-11-30,,741.76
801244,77683638,90079264,Savings,32464.42,2020-10-27,,257.86
219403,28571033,19918798,Loan,94434.3,2022-04-26,,504.16
976073,31693285,21077921,Loan,74101.54,2020-02-01,,81.07
642255,92637171,14589305,Loan,14739.35,2021-09-18,,185.53
897291,26776105,81352293,Checking,27708.04,2023-10-30,,498.05
728463,48794056,29369239,Savings,13783.55,2020-08-17,,249.4
928049,28018010,42672546,Checking,83038.92,2023-04-01,,294.04
219932,34238997,65785496,Checking,87222.46,2021-11-27,,391.16
65079,68876610,55798973,Credit Card,39788.39,2022-06-20,2022-10-27,630.7
912919,83588981,74290792,Credit Card,81901.69,2021-12-23,,73.17
203417,67049690,76033207,Checking,29810.11,2024-03-28,,599.48
22686,37100546,60581823,Loan,41687.47,2022-02-21,,720.6
4443,45439246,25223326,Credit Card,43766.52,2019-07-26,,346.6
453669,84248823,12322955,Checking,71364.7,2022-11-02,,591.05
45125,60509259,22632821,Savings,37600.91,2020-06-12,,50.39
287429,87271401,37753542,Savings,44710.85,2023-06-18,2024-03-28,607.56
124174,44487045,39697743,Loan,6923.55,2020-02-14,2024-04-20,870.66
839006,60995565,97544214,Savings,18376.2,2020-11-04,,83.68
836461,48351613,90079264,Credit Card,86040.4,2022-05-29,,344.88
55380,19203539,11569464,Savings,43543.01,2023-08-24,2023-11-29,810.34
261122,92720258,72565719,Credit Card,47150.82,2020-01-10,,256.25
546892,38243608,19918798,Checking,39736.79,2023-01-24,2023-06-30,592.78
754224,11046766,81972872,Savings,40964.37,2022-09-25,,654.99
431406,32659511,37753542,Savings,80286.94,2020-12-14,,566.54
689670,52716532,22135191,Credit Card,2320.35,2020-01-02,,38.47
621036,58905780,76461901,Savings,9324.18,2022-05-08,,253.73
878521,25511913,22632821,Savings,5092.75,2021-10-14,,250.08
848041,24490324,40716801,Credit Card,36488.47,2021-07-23,,399.63
113247,10400895,29369239,Credit Card,38985.02,2023-06-16,,478.23
530323,58412848,92707769,Credit Card,59481.01,2019-09-26,,811.13
511817,12171710,92707769,Credit Card,43095.06,2024-03-08,,757.64
871644,67955798,20758115,Credit Card,13282.45,2020-01-08,,407.15
711599,84075585,65785496,Savings,61796.61,2023-04-19,,578.19
961072,93171504,22135191,Checking,75886.78,2023-03-05,,368.8
268325,69400974,97544214,Savings,80339.08,2021-04-13,,57.68
703939,85611399,39697743,Savings,86926.98,2021-11-09,,825.98
641814,39960642,42672546,Checking,38451.4,2021-02-27,,942.92
23987,51477725,41087230,Loan,54012.5,2022-12-03,,604.27
84706,96939994,87451692,Checking,40787.99,2020-04-19,,771.69
637596,84057250,21077921,Checking,31506.96,2020-11-09,,480.54
664515,10222530,16698795,Savings,17921.83,2019-07-16,,93.31
305761,26560316,84037897,Credit Card,58751.83,2020-11-07,,747.9
33738,79413502,86893602,Savings,41127.08,2019-08-10,,710.85
40119,63156922,72565719,Loan,71534.7,2022-08-02,,643.62
973928,72077716,12907760,Savings,86423.68,2020-09-26,2022-06-27,895.32
306495,53148482,41046679,Checking,41663.9,2022-04-16,,267.07
979092,67689827,72565719,Savings,74087.37,2023-12-22,2024-04-26,390.25
845845,43767328,72565719,Checking,24070.15,2019-10-15,2024-02-19,817.77
802684,95307814,12549576,Checking,59448.13,2019-09-01,,642.76
517862,91543415,12549576,Credit Card,3484.77,2020-08-31,,143.57
914049,71172209,17178471,Credit Card,76497.99,2020-06-14,,474.37
216383,35646857,72565719,Loan,95330.53,2023-08-11,2024-02-10,298.35
935364,38495858,12322955,Loan,47955.16,2023-02-23,,444.38
904868,22149011,14589305,Checking,42998.56,2019-12-08,,212.8
661982,51400757,81972872,Credit Card,30080.26,2023-05-15,,65.68
480693,73147508,50736126,Checking,55952.61,2021-12-24,2024-02-03,643.71
575645,16696410,64741389,Loan,11735.41,2023-06-24,,282.01
332400,84339159,69598209,Checking,44443.32,2022-12-19,,40.65
733450,82436848,81352293,Checking,37902.53,2019-12-11,,930.5
127243,64598309,84037897,Savings,77819.59,2022-06-25,,418.06
880145,85528403,13871080,Credit Card,87081.33,2022-03-09,,727.06
759586,52222317,40716801,Savings,83502.37,2022-07-01,2023-10-27,80.33
125270,76967985,81352293,Credit Card,32198.99,2024-03-26,2024-03-28,45.71
445652,20428526,50736126,Savings,97233.32,2022-11-18,2022-11-19,901.28
419690,82683707,76033207,Credit Card,98714.77,2022-08-04,,740.63
452806,68015987,59181519,Credit Card,55892.41,2022-08-10,,481.44
976583,48951478,69598209,Savings,71398.3,2020-07-04,,353.06
370469,12594066,86893602,Savings,7391.98,2023-09-13,2023-11-13,723.05
134478,26001206,80257887,Checking,14334.53,2020-08-24,,811.71
903739,12630845,72565719,Credit Card,99550.87,2019-10-06,,582.44
749088,88599580,65785496,Credit Card,74030.71,2021-09-05,,552.48
599979,67885251,60581823,Savings,25089.89,2021-06-15,,333.89
57420,28720437,67777959,Credit Card,66428.44,2020-11-24,,432.11
903238,96940030,21077921,Loan,84475.19,2022-11-08,,156.32
876989,70760093,58525202,Credit Card,93614.78,2019-09-09,,891.79
599945,75681125,51710843,Loan,4665.56,2022-01-26,2022-09-28,858.34
658416,64014397,81972872,Credit Card,57399.7,2022-05-26,,231.24
12557,31614340,22632821,Checking,41057.02,2020-04-02,,936.1
373649,43594839,22459364,Checking,91025.11,2023-12-04,,599.02
186811,99386902,46264809,Savings,8888.51,2020-11-09,,291.85
9644,48794218,32264006,Loan,43312.06,2021-06-29,,584.16
138636,90759152,50736126,Savings,7885.49,2020-07-19,,196.83
459271,24418303,90079264,Credit Card,95348.15,2020-12-21,2023-06-21,24.53
70919,61900465,29369239,Credit Card,35624.06,2021-07-21,,368.58
470400,70914224,22135191,Checking,81408.18,2024-03-17,,159.43
191136,54078057,12549576,Savings,27062.9,2024-01-31,,591.47
106911,46772409,41087230,Savings,22518.16,2022-02-11,2024-02-18,342.79
492870,62300669,63064216,Checking,90887.19,2021-09-28,2021-11-08,1.24
610880,94215547,65785496,Loan,83165.17,2023-08-18,,334.2
751043,22200257,21077921,Loan,92394.02,2021-03-29,,924.06
356184,61036432,59181519,Loan,71354.54,2022-08-18,,22.28
636187,81537753,51710843,Savings,12659.43,2020-05-25,,567.45
684424,77138861,14589305,Checking,73705.97,2020-07-09,,757.07
722560,82046823,22459364,Savings,76607.87,2020-03-20,2022-02-05,996.94
118875,75922150,39697743,Savings,16317.31,2022-05-21,2022-09-19,328.04
300148,36643759,12549576,Credit Card,64488.97,2023-10-20,,290.71
985465,98233366,37753542,Savings,84216.67,2021-04-14,,463.35
271393,24685291,12549576,Credit Card,1355.13,2021-08-02,,550.82
546150,25813497,50736126,Loan,44540.35,2023-03-03,,123.93
142704,86057050,86893602,Loan,17887.32,2020-07-10,,388.51
962099,80704146,80257887,Loan,29317.43,2023-12-25,,693.32
448868,60485124,97544214,Credit Card,64015.9,2020-01-18,,984.4
137214,37824614,40716801,Savings,88966.72,2021-06-14,,904.04
67215,80410461,50736126,Savings,68256.96,2022-12-02,2023-07-11,487.94
225456,53004797,58525202,Savings,11537.21,2020-12-23,2021-10-04,439.81
843268,36718927,72565719,Loan,6926.74,2019-05-26,,172.68
921174,30858707,93574729,Checking,75395.66,2019-09-27,2024-01-19,343.93
111072,26208201,81352293,Checking,23025.3,2021-05-13,,633.8
422986,93772263,69598209,Loan,33617.9,2019-07-11,,672.77
827190,86699749,27727923,Loan,4155.88,2022-12-17,,535.42
355920,68320374,59181519,Credit Card,43116.75,2020-08-16,,946.29
36100,39363790,67777959,Loan,5730.05,2020-07-04,,945.87
230540,96549976,65785496,Savings,65138.14,2023-11-22,,24.77
428409,12256794,42672546,Savings,99940.65,2022-09-16,2023-10-29,12.63
479456,74735754,22459364,Checking,79627.24,2022-10-22,,996.7
516428,51307265,67777959,Credit Card,84773.16,2021-07-15,,33.38
271582,59889680,17178471,Savings,60675.23,2023-01-13,2023-02-02,645.73
954369,54891043,84037897,Savings,92002.6,2021-02-07,,713.31
485515,53041723,22135191,Checking,69016.73,2022-03-11,2022-10-14,221.36
775824,17271499,11569464,Savings,45189.18,2019-06-09,,174.85
795392,45664027,81972872,Checking,90051.4,2020-10-09,,392.05
957815,53577201,93574729,Savings,24286.6,2022-03-01,,756.77
682283,59535956,76461901,Checking,41540.91,2024-03-11,,797.89
549326,65080059,22632821,Checking,85390.57,2022-05-10,,188.08
527154,34374892,80287087,Checking,60646.14,2021-07-31,,902.02
535612,95252184,42672546,Savings,35515.59,2020-06-01,,962.31
642300,15479956,12180519,Loan,30660.72,2023-05-14,,786.48
98773,34204944,12322955,Loan,23643.34,2021-06-08,,196.92
701747,87921327,76033207,Loan,15479.71,2023-12-06,,433.85
744708,50800550,84037897,Savings,36909.33,2020-04-22,,181.09
936027,96033336,11569464,Savings,51871.63,2024-02-17,,196.91
966678,73253826,65785496,Checking,35643.03,2022-11-05,2024-04-14,0.55
372178,11885708,20758115,Checking,18727.13,2022-05-16,,253.33
314019,81582779,41087230,Checking,64757.59,2019-08-12,,878.41
308500,34534023,20758115,Checking,30660.72,2022-07-18,,148.82
821017,46856774,12180519,Savings,40795.13,2021-10-01,,101.77
871705,39300262,79497184,Checking,43089.0,2021-04-13,,741.23
744121,92730507,80257887,Credit Card,91082.86,2023-01-23,,119.96
721967,42401664,29369239,Savings,39252.22,2021-08-13,,834.54
93350,10076962,17178471,Loan,38464.47,2020-05-26,,210.21
970506,38172246,93574729,Checking,11540.25,2023-05-31,,437.17
194668,48608301,81352293,Savings,32674.3,2021-11-05,,564.54
189188,79025768,80287087,Checking,97223.53,2020-08-03,,339.22
770797,74637304,46264809,Savings,81222.73,2022-06-07,2023-12-23,759.1
563824,89429271,40716801,Credit Card,58242.0,2023-08-24,,428.18
707653,60450957,72565719,Savings,20516.29,2022-09-07,,364.54
405034,61804782,41046679,Credit Card,1246.18,2022-05-21,,793.79
727917,74527518,97544214,Loan,94416.69,2020-09-24,,43.85
273703,45276975,21813819,Checking,14922.67,2019-05-01,,769.25
4365,44517978,80257887,Savings,26387.08,2020-02-17,,46.91
571046,34495620,80287087,Checking,41668.85,2021-05-15,,722.12
82019,32099695,81352293,Savings,64447.78,2023-07-21,,119.18
363434,32462685,86893602,Savings,25338.55,2020-08-09,,780.29
726019,29937620,29369239,Checking,23379.89,2019-10-26,,596.63
297519,94962934,20758115,Credit Card,17632.39,2019-12-12,,289.9
327640,84981269,41087230,Loan,27870.06,2021-04-28,2024-01-01,972.15
355336,99449354,64741389,Checking,75075.53,2020-09-08,,249.7
252911,49585274,97544214,Checking,18435.22,2024-03-01,2024-04-26,92.76
648792,30435879,40716801,Savings,24528.01,2022-07-19,,26.59
270549,17873355,42672546,Checking,18171.59,2023-11-10,2023-12-23,985.75
353377,12172607,86893602,Savings,67323.12,2022-08-27,,98.26
561962,16600315,86893602,Savings,91421.23,2024-03-02,2024-03-07,516.0
327451,44769635,25223326,Loan,35557.97,2020-01-16,,136.9
268959,87389804,50736126,Checking,76986.56,2021-08-19,,892.61
261446,87668974,58525202,Savings,86053.33,2019-11-07,2024-04-06,853.89
112421,64474896,90079264,Checking,92661.43,2019-08-05,2020-05-30,113.86
747748,36844181,97544214,Savings,91895.47,2022-02-23,,530.02
867105,84122241,79497184,Savings,53270.56,2021-12-01,,851.4
113750,19256711,39697743,Savings,4619.48,2022-10-16,,700.4
999826,98238568,16698795,Savings,80205.51,2024-01-28,2024-02-05,111.46
35109,59174282,74290792,Savings,25815.52,2021-07-19,,556.9
644766,29860386,22135191,Loan,18659.05,2019-12-13,,950.94
141996,12619043,19918798,Checking,96298.76,2023-07-08,,208.57
371175,90932785,76033207,Loan,93103.07,2020-08-05,,48.73
547812,30671568,90079264,Loan,498.38,2020-12-05,2023-05-02,298.59
515318,83497350,11569464,Savings,57666.93,2023-10-06,,585.74
260185,73599376,55798973,Credit Card,39131.79,2020-05-15,,310.8
668639,14634338,69598209,Savings,99367.94,2019-07-09,,605.76
530861,18613400,20265646,Checking,13437.41,2021-05-23,,686.73
360740,24253076,39697743,Credit Card,93352.45,2021-04-02,,256.75
353988,10526315,64741389,Savings,32539.59,2021-04-11,,207.7
795851,65611391,60581823,Savings,2455.57,2019-11-05,2021-02-26,312.03
517466,43920739,12409716,Savings,1233.07,2021-12-02,,838.28
43204,25528266,51710843,Savings,26869.76,2021-05-24,2023-07-13,305.16
954025,35021885,29369239,Checking,76607.24,2021-04-06,,224.88
179669,50806382,21077921,Credit Card,37441.04,2020-09-20,,358.8
